text_id,text,speaker,party,date,agenda,cap_topic
703974,"This magical piece of software, so much cheaper than the democratic process, has decided that it ought to close Windsor fire service and perhaps relocate services to Wokingham, under the model that has been designed.",Adam Afriyie,Con,11/03/2010,Sustainable Communities,14
1267562,"Finally, as the Minister responsible for public health is here, I cannot pass up the opportunity to comment on the Department's plans to help people to stop smoking.",Nick Smith,Lab,03/03/2011,Life Expectancy (Inequalities),3
2011549,"The results enabled providers to assess the experience of cancer patients locally, benchmark performance against other trusts and identify areas for improvement.",Simon Burns,Con,23/05/2012,Pancreatic Cancer,3
2072633,"As those figures suggest, the size and volume of the NHS means that literally millions of interactions between patients and staff occur every single day.",Nicholas Dakin,Lab,03/07/2012,Violence against Health Workers,12
2285771,"Through the framework we have set out, we will ensure that public service workers get a good quality pension that is among the very best available.",Sajid Javid,Con,04/12/2012,Public Service Pensions Bill,20
2644523,"This year, the staff of the county council who juggle work and caring responsibilities, many of whom did not realise that they were carers, were targeted and a number did join the register.",Mark Williams,LibDem,20/06/2013,Carers,20
2763172,"For example, my local newsagent had lost contact with his sister who was trapped with her family in a bunker in the so-called no-fire zone, being shelled by the Sri Lankan Government every day.",Siobhain McDonagh,Lab,11/09/2013,Human Rights (Commonwealth),2
4127,We must now show equal care and attention for programme services for the majority non-Welsh-speaking audience in Wales.,Peter Hain,Lab,26/02/2009,Welsh Affairs,21
50515,"If we do not deal with that, not only will public services and the amount of money that we have for public services be vastly reduced, but the point also needs to be made that we risk putting this country in a situation like that which we have seen in Ireland, Greece, Spain and, probably, Portugal.",Marcus Jones,Con,12/01/2011,Local Government Budgets,20
58685,"The only services that leave Scotland are the one that runs from the Minister's constituency to Carlisle, on the Glasgow to Carlisle line, and the Caledonian sleeper, which runs between London and Fort William, Inverness, Edinburgh and Glasgow.",Thomas Docherty,Lab,15/03/2011,Scotland Bill,21
108523,The remit of the trust special administrator is to develop recommendations for the Secretary of State on the action that should be taken in relation to South London Healthcare NHS Trust.,Anna Soubry,Con,28/11/2012,Unsustainable Provider Regime (NHS),3
108524,"For those recommendations to be viable and credible, the trust special administrator must consider all relevant factors, including the intentions of NHS commissioners and the consequential impact on the local health system.",Anna Soubry,Con,28/11/2012,Unsustainable Provider Regime (NHS),3
873631,"Other means include a freeze on recruitment, the procurement of goods and services for the whole Government using our aggregated scale to drive down prices, removing discrepancies such as the variation of 170% in the cost of a standard computer monitor, and renegotiating with the Government's biggest suppliers on a portfolio basis to take out excessive cost.",Francis Maude,Con,14/07/2010,Efficiency Savings [Oral Answers to Questions > Oral Answers to Questions > Cabinet Office > Cabinet Office],17
1941582,"It is clear that there are different interests and views across the political parties, and within them, particularly on plain packaging on cigarettes.",Cathy Jamieson,Lab,27/03/2012,Illegal Alcohol and Tobacco Sales,20
3172901,They set the small profits rate and the ring-fence small profits rate for 2014 at 20% and 19% respectively.,David Gauke,Con,08/04/2014,Finance (No.2) Bill,15
21564,"The other argument has been that a small party could hold larger parties to ransom, but that has not been our experience in Scotland.",John Mason,SNP,01/12/2009,Proportional Representation,20
85092,"I believe that such a scheme operates in France, and it would be fantastic to see one like it operating here.",Anne Marie Morris,Con,02/02/2012,"Micro-businesses [Oral Answers to Questions > Business, Innovation and Skills]",15
132286,"Given how important the Home Secretary herself has said the European arrest warrant and various other measures are, surely it is important to ensure that there is no gap in operation.",Yvette Cooper,Lab,15/07/2013,2014 JHA Opt-out Decision,12
1661471,"One of the reasons for the high premiums faced by young people, and in particular young males, is the high accident rates among them.",Louise Ellman,Lab,08/11/2011,Cost of Motor Insurance,10
163273,"Sometimes, a person undergoing the mandatory reconsideration who is not yet in payment of JSA might find that their housing benefit or council tax rebate has been stopped because the council has been told that they are no longer eligible for ESA, which they are not, but because of some of the problems highlighted by my hon.",Anne Begg,Lab,16/06/2014,Work Capability Assessments,20
267296,"Despite the Government's promises of consultation outside the House-obviously, we hear what they say-we must wonder why the Government are seemingly prepared to debate this highly sensitive issue anywhere other than the House.",James Brokenshire,Con,19/05/2009,Policing and Crime Bill,12
508304,"The council staff claimed that only if Carissa received two years of therapy, and if Jim received at least six months', could they become responsible parents.",Tim Yeo,Con,25/11/2009,Adoption and Custody (Suffolk),12
1248069,"I seek her assurance that there will be an attempt to achieve not only political consensus but a consensus across the country, in the hope that we can go forward with a better scheme-in sharp contrast, it has to be said, with the sales by stealth made by the Labour Government, whose financial policy appears to be that money grows on trees.",Bob Russell,LibDem,17/02/2011,Forestry (England),21
1992862,"UNICEF's figures show that 10.9 million children under five die in developing countries every year, and that malnutrition and hunger-related diseases cause 60% of those deaths.",Nicholas Dakin,Lab,15/05/2012,Foreign Affairs and International Development,19
2206205,"In March this year, we announced a £10 million high street innovation fund for the top 100 places most affected by the riots, or with the highest empty shop rates.",Brandon Lewis,Con,30/10/2012,Business Rates,15
2641618,"The Minister has indicated that those are draft regulations and that there will be a full consultation later in the year, but today is a golden opportunity to highlight some of the work that needs to be done.",Robert Buckland,Con,19/06/2013,"Speech, Language and Communication Education",6
3058189,"There is always a debate to be had about fairness within the system, but what is critical is that the part of local authority funding with fairness at its heart-notwithstanding the debate that will be had-is now being eroded, so the opportunity to ensure that funding is fair and according to need is being lost.",Andy Sawford,Lab,12/02/2014,Local Government Finance,20
23260,"There are many people in Wales who are not Welsh speaking but who, nevertheless, feel an affinity with the language, and it will be a sad day if that sentiment and good will is damaged by higher bills or a reduction in choice and fewer services, and by a resentment that could come from compulsionI should also mention, once again, the £400,000 threshold on public money received in consecutive years.",Cheryl Gillan,Con,15/12/2009,Constitutional Law,21
26196,"I accept the case for having more lines to London Bridge, but the only issue that has not yet been resolved is that of ensuring that the South London line has enough platforms and can continue its loop round from Victoria.",Simon Hughes,LibDem,02/02/2010,Thameslink,10
